name,date,m,n,d,solution_id,algorithm,objectiveValue,objectiveFunction,job,operation,machine,processing_time,starttime,endtime,microruns,timeSeconds,memoryBytes,metadata,status
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,9,3,6,9,15,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,10,7,3,15,18,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,11,2,9,58,67,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,12,4,5,67,72,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,13,5,9,72,81,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,14,9,6,81,87,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,15,4,7,87,94,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,16,3,7,96,103,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,17,6,7,103,110,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,18,5,4,112,116,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,19,10,2,116,118,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,20,8,8,118,126,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,21,1,3,126,129,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,1,22,2,8,129,137,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,2,1,3,2,0,2,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,2,2,9,2,2,4,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,2,3,4,5,4,9,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,2,4,1,4,9,13,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,2,5,8,1,20,21,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,2,6,10,10,21,31,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,2,7,4,2,31,33,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,2,8,1,10,33,43,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,2,9,5,9,43,52,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,2,10,2,6,52,58,125,0.0185096,5426080,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T07:16:34.4,10,2,0,5433915766587981721,Shifting Bottleneck,137,Cmax_function,2,11,8,6,58,64,125,0.0185096,5426080,"Dict{String, Any}()",OK
